,class 1,class 2,class 3,class 4,class
2727,E,N,F,P,ENFP
2728,I,S,F,P,ISFP
2729,E,N,T,J,ENTJ
2730,I,N,T,J,INTJ
2731,E,N,T,P,ENTP
2732,E,N,T,P,ENTP
2733,E,N,F,P,ENFP
2734,I,S,F,P,ISFP
2735,I,N,F,P,INFP
2736,E,N,T,P,ENTP
2737,I,S,F,J,ISFJ
2738,I,S,F,J,ISFJ
2739,I,N,F,J,INFJ
2740,I,N,T,P,INTP
2741,I,N,F,J,INFJ
2742,I,N,F,P,INFP
2743,E,S,T,P,ESTP
2744,I,N,F,P,INFP
2745,I,N,F,J,INFJ
2746,I,N,T,P,INTP
2747,I,N,F,P,INFP
2748,I,N,T,P,INTP
2749,E,N,F,P,ENFP
2750,I,N,F,P,INFP
2751,I,S,F,P,ISFP
2752,I,S,T,P,ISTP
2753,I,N,F,J,INFJ
2754,I,N,T,J,INTJ
2755,I,N,F,J,INFJ
2756,I,N,F,J,INFJ
2757,I,N,F,J,INFJ
2758,E,N,T,J,ENTJ
2759,I,N,T,P,INTP
2760,I,S,F,P,ISFP
2761,I,S,F,P,ISFP
2762,I,N,F,J,INFJ
2763,I,N,F,P,INFP
2764,I,N,F,P,INFP
2765,I,S,T,J,ISTJ
2766,I,N,F,J,INFJ
2767,E,N,F,P,ENFP
2768,I,N,T,J,INTJ
2769,E,N,T,P,ENTP
2770,I,N,F,P,INFP
2771,I,S,T,J,ISTJ
2772,I,N,F,P,INFP
2773,I,N,T,J,INTJ
2774,I,N,F,P,INFP
2775,I,N,T,J,INTJ
2776,I,N,F,P,INFP
2777,I,S,T,P,ISTP
2778,E,N,F,P,ENFP
2779,I,S,T,J,ISTJ
2780,I,N,F,P,INFP
2781,I,S,T,J,ISTJ
2782,I,S,F,J,ISFJ
2783,I,N,F,J,INFJ
2784,I,N,F,P,INFP
2785,E,N,T,P,ENTP
2786,I,N,F,J,INFJ
2787,I,N,T,P,INTP
2788,I,N,F,J,INFJ
2789,E,N,F,P,ENFP
2790,I,S,T,J,ISTJ
2791,E,N,T,P,ENTP
2792,E,N,T,P,ENTP
2793,E,N,T,P,ENTP
2794,I,N,T,P,INTP
2795,I,N,F,J,INFJ
2796,I,N,F,J,INFJ
2797,I,N,T,P,INTP
2798,I,N,F,J,INFJ
2799,E,N,T,P,ENTP
2800,I,S,T,J,ISTJ
2801,E,N,T,P,ENTP
2802,I,N,T,P,INTP
2803,I,N,T,J,INTJ
2804,E,N,T,P,ENTP
2805,I,N,F,J,INFJ
2806,I,N,T,P,INTP
2807,I,N,F,P,INFP
2808,I,N,F,P,INFP
2809,I,N,F,P,INFP
2810,I,N,F,J,INFJ
2811,I,N,T,P,INTP
2812,I,N,F,J,INFJ
2813,E,N,F,P,ENFP
2814,I,N,F,J,INFJ
2815,I,N,F,P,INFP
2816,I,N,F,J,INFJ
2817,I,N,F,P,INFP
2818,I,N,T,J,INTJ
2819,I,N,F,P,INFP
2820,E,N,T,P,ENTP
2821,E,N,F,J,ENFJ
2822,I,N,T,J,INTJ
2823,I,N,F,P,INFP
2824,I,N,F,J,INFJ
2825,I,N,F,J,INFJ
2826,I,N,F,J,INFJ
2827,I,N,T,P,INTP
2828,I,N,F,J,INFJ
2829,I,S,F,P,ISFP
2830,I,N,T,J,INTJ
2831,I,N,T,J,INTJ
2832,I,N,T,P,INTP
2833,E,N,T,P,ENTP
2834,I,N,F,P,INFP
2835,I,N,T,P,INTP
2836,E,N,F,P,ENFP
2837,I,S,T,P,ISTP
2838,I,N,T,P,INTP
2839,E,N,F,P,ENFP
2840,I,S,F,J,ISFJ
2841,I,N,F,P,INFP
2842,I,N,F,P,INFP
2843,E,N,T,P,ENTP
2844,I,N,F,P,INFP
2845,E,S,F,P,ESFP
2846,E,N,T,P,ENTP
2847,I,N,F,P,INFP
2848,I,N,F,J,INFJ
2849,E,N,T,P,ENTP
2850,I,N,F,J,INFJ
2851,E,N,F,J,ENFJ
2852,I,N,F,P,INFP
2853,E,N,T,P,ENTP
2854,I,N,F,J,INFJ
2855,I,N,F,J,INFJ
2856,I,N,T,J,INTJ
2857,I,N,F,P,INFP
2858,I,N,F,J,INFJ
2859,I,N,T,P,INTP
2860,I,N,T,P,INTP
2861,I,N,F,P,INFP
2862,E,N,F,J,ENFJ
2863,I,N,F,J,INFJ
2864,E,N,T,P,ENTP
2865,I,S,T,P,ISTP
2866,I,N,T,P,INTP
2867,I,S,F,P,ISFP
2868,E,N,T,P,ENTP
2869,I,N,F,P,INFP
2870,I,N,F,P,INFP
2871,E,N,T,P,ENTP
2872,E,N,T,P,ENTP
2873,I,N,T,J,INTJ
2874,E,N,T,P,ENTP
2875,I,N,F,J,INFJ
2876,I,N,T,J,INTJ
2877,E,N,T,P,ENTP
2878,I,N,F,J,INFJ
2879,E,S,T,J,ESTJ
2880,E,N,T,P,ENTP
2881,E,N,F,P,ENFP
2882,I,N,F,J,INFJ
2883,I,N,T,P,INTP
2884,I,N,F,P,INFP
2885,E,N,F,P,ENFP
2886,I,S,F,P,ISFP
2887,I,N,T,J,INTJ
2888,I,S,T,P,ISTP
2889,I,S,F,P,ISFP
2890,I,N,F,J,INFJ
2891,I,N,F,P,INFP
2892,I,N,F,J,INFJ
2893,I,N,F,P,INFP
2894,I,S,F,J,ISFJ
2895,I,N,T,P,INTP
2896,I,N,T,P,INTP
2897,I,S,F,P,ISFP
2898,I,N,T,P,INTP
2899,I,N,F,J,INFJ
2900,I,S,T,P,ISTP
2901,I,N,T,J,INTJ
2902,I,N,T,J,INTJ
2903,E,S,F,P,ESFP
2904,E,N,T,P,ENTP
2905,E,N,F,P,ENFP
2906,I,N,F,J,INFJ
2907,I,N,F,J,INFJ
2908,I,N,F,J,INFJ
2909,I,N,F,J,INFJ
2910,I,N,T,P,INTP
2911,I,S,F,J,ISFJ
2912,I,N,F,P,INFP
2913,I,N,F,P,INFP
2914,I,N,T,P,INTP
2915,I,N,F,P,INFP
2916,I,S,F,P,ISFP
2917,I,N,F,P,INFP
2918,I,N,T,J,INTJ
2919,I,N,F,J,INFJ
2920,E,N,T,P,ENTP
2921,I,N,F,J,INFJ
2922,I,N,F,P,INFP
2923,I,S,F,J,ISFJ
2924,I,N,F,J,INFJ
2925,I,N,F,J,INFJ
2926,E,N,F,P,ENFP
2927,I,N,F,P,INFP
2928,I,S,F,J,ISFJ
2929,E,N,F,P,ENFP
2930,I,N,T,J,INTJ
2931,I,N,T,J,INTJ
2932,I,N,T,J,INTJ
2933,I,N,F,J,INFJ
2934,I,N,F,P,INFP
2935,I,N,F,P,INFP
2936,I,N,F,P,INFP
2937,I,N,F,J,INFJ
2938,I,N,T,P,INTP
2939,I,N,F,P,INFP
2940,I,N,T,J,INTJ
2941,E,N,T,P,ENTP
2942,E,N,F,P,ENFP
2943,E,N,T,P,ENTP
2944,I,N,T,J,INTJ
2945,I,N,F,J,INFJ
2946,I,N,F,J,INFJ
2947,I,S,T,P,ISTP
2948,I,N,T,J,INTJ
2949,I,N,T,P,INTP
2950,I,N,T,J,INTJ
2951,I,N,T,P,INTP
2952,I,N,F,J,INFJ
2953,I,S,F,J,ISFJ
2954,E,N,F,P,ENFP
2955,I,S,T,J,ISTJ
2956,E,S,F,P,ESFP
2957,I,N,T,P,INTP
2958,I,N,T,P,INTP
2959,I,N,F,J,INFJ
2960,I,S,T,P,ISTP
2961,E,N,F,J,ENFJ
2962,E,N,T,P,ENTP
2963,I,N,F,J,INFJ
2964,I,N,F,J,INFJ
2965,I,N,F,P,INFP
2966,E,N,F,P,ENFP
2967,I,N,F,P,INFP
2968,I,N,T,P,INTP
2969,I,N,F,P,INFP
2970,E,N,F,P,ENFP
2971,E,S,T,P,ESTP
2972,I,N,F,J,INFJ
2973,I,N,F,P,INFP
2974,I,N,F,J,INFJ
2975,E,S,T,P,ESTP
2976,I,N,F,J,INFJ
2977,I,N,T,P,INTP
2978,I,N,T,P,INTP
2979,I,N,T,P,INTP
2980,I,N,F,P,INFP
2981,I,N,T,P,INTP
2982,E,N,F,P,ENFP
2983,I,N,T,J,INTJ
2984,I,S,T,J,ISTJ
2985,I,N,F,J,INFJ
2986,I,N,F,J,INFJ
2987,I,N,T,J,INTJ
2988,I,S,F,J,ISFJ
2989,I,N,F,P,INFP
2990,I,N,F,J,INFJ
2991,I,N,F,P,INFP
2992,I,S,F,J,ISFJ
2993,E,N,T,J,ENTJ
2994,E,N,T,P,ENTP
2995,I,N,F,P,INFP
2996,I,S,T,P,ISTP
2997,I,N,F,J,INFJ
2998,I,S,T,P,ISTP
2999,I,N,T,P,INTP
3000,I,N,T,P,INTP
3001,I,N,F,J,INFJ
3002,I,S,F,P,ISFP
3003,I,N,F,J,INFJ
3004,E,N,T,P,ENTP
3005,I,N,F,J,INFJ
3006,I,N,F,J,INFJ
3007,I,N,T,P,INTP
3008,I,N,F,J,INFJ
3009,E,S,T,P,ESTP
3010,I,N,F,J,INFJ
3011,I,N,F,J,INFJ
3012,I,N,F,J,INFJ
3013,I,N,T,J,INTJ
3014,I,N,F,P,INFP
3015,I,N,F,J,INFJ
3016,I,N,F,P,INFP
3017,E,N,F,P,ENFP
3018,I,N,T,P,INTP
3019,I,N,F,J,INFJ
3020,E,N,T,J,ENTJ
3021,I,N,T,J,INTJ
3022,I,N,T,J,INTJ
3023,E,S,T,P,ESTP
3024,E,N,F,P,ENFP
3025,I,N,F,P,INFP
3026,E,S,F,J,ESFJ
3027,E,N,T,P,ENTP
3028,E,N,F,J,ENFJ
3029,I,N,F,P,INFP
3030,E,N,F,P,ENFP
3031,I,N,T,P,INTP
3032,I,N,T,P,INTP
3033,I,N,T,J,INTJ
3034,I,N,F,J,INFJ
3035,I,N,F,P,INFP
3036,I,S,F,J,ISFJ
3037,I,N,F,P,INFP
3038,I,N,F,P,INFP
3039,I,N,F,P,INFP
3040,I,N,T,P,INTP
3041,I,N,T,J,INTJ
3042,I,S,F,P,ISFP
3043,E,N,F,P,ENFP
3044,I,S,T,J,ISTJ
3045,I,S,T,P,ISTP
3046,I,N,T,J,INTJ
3047,I,N,F,P,INFP
3048,I,N,F,J,INFJ
3049,I,S,F,P,ISFP
3050,I,S,T,P,ISTP
3051,I,N,F,J,INFJ
3052,E,S,T,P,ESTP
3053,I,N,F,P,INFP
3054,I,N,F,P,INFP
3055,I,N,T,P,INTP
3056,I,N,F,P,INFP
3057,I,N,F,P,INFP
3058,I,N,F,P,INFP
3059,I,N,F,P,INFP
3060,I,N,F,J,INFJ
3061,I,N,T,J,INTJ
3062,I,N,F,P,INFP
3063,I,N,F,P,INFP
3064,E,N,F,P,ENFP
3065,I,N,F,J,INFJ
3066,I,S,F,P,ISFP
3067,E,N,T,P,ENTP
3068,E,N,F,P,ENFP
3069,I,N,F,P,INFP
3070,E,N,F,P,ENFP
3071,I,N,T,J,INTJ
3072,I,N,T,J,INTJ
3073,I,N,T,P,INTP
3074,I,N,T,P,INTP
3075,E,N,T,J,ENTJ
3076,I,N,F,J,INFJ
3077,I,N,F,P,INFP
3078,I,N,F,J,INFJ
3079,I,S,T,P,ISTP
3080,E,N,T,J,ENTJ
3081,E,S,T,P,ESTP
3082,E,N,F,P,ENFP
3083,I,N,T,P,INTP
3084,I,N,F,P,INFP
3085,I,N,F,J,INFJ
3086,I,N,T,P,INTP
3087,I,N,F,P,INFP
3088,E,N,T,P,ENTP
3089,I,N,T,P,INTP
3090,E,N,T,J,ENTJ
3091,E,N,T,P,ENTP
3092,I,N,T,J,INTJ
3093,E,N,T,J,ENTJ
3094,I,N,T,P,INTP
3095,I,N,T,J,INTJ
3096,I,N,F,J,INFJ
3097,I,N,T,J,INTJ
3098,I,N,F,P,INFP
3099,I,N,F,J,INFJ
3100,I,N,F,P,INFP
3101,E,N,T,J,ENTJ
3102,I,S,T,J,ISTJ
3103,E,N,T,P,ENTP
3104,I,N,T,J,INTJ
3105,I,N,F,J,INFJ
3106,I,N,F,J,INFJ
3107,I,N,T,P,INTP
3108,E,S,T,P,ESTP
3109,I,N,T,J,INTJ
3110,I,S,F,J,ISFJ
3111,I,S,T,P,ISTP
3112,I,N,F,P,INFP
3113,I,N,F,P,INFP
3114,I,N,T,J,INTJ
3115,E,S,F,P,ESFP
3116,I,N,F,P,INFP
3117,I,S,F,P,ISFP
3118,I,N,T,J,INTJ
3119,I,N,F,J,INFJ
3120,E,N,T,P,ENTP
3121,E,N,F,P,ENFP
3122,E,S,F,P,ESFP
3123,I,N,T,P,INTP
3124,I,N,F,P,INFP
3125,I,N,T,J,INTJ
3126,E,S,F,P,ESFP
3127,I,N,T,P,INTP
3128,E,N,T,J,ENTJ
3129,I,N,T,P,INTP
3130,I,N,F,J,INFJ
3131,I,N,T,J,INTJ
3132,E,N,F,P,ENFP
3133,I,N,T,P,INTP
3134,I,N,F,P,INFP
3135,I,N,T,P,INTP
3136,I,N,F,P,INFP
3137,I,N,T,J,INTJ
3138,I,N,F,J,INFJ
3139,E,N,T,J,ENTJ
3140,I,N,T,P,INTP
3141,I,N,T,P,INTP
3142,E,N,F,P,ENFP
3143,I,N,T,J,INTJ
3144,I,N,F,J,INFJ
3145,I,S,F,J,ISFJ
3146,I,S,F,P,ISFP
3147,E,N,F,J,ENFJ
3148,I,S,T,J,ISTJ
3149,I,N,T,P,INTP
3150,I,N,F,P,INFP
3151,I,N,F,P,INFP
3152,I,N,F,P,INFP
3153,I,N,F,J,INFJ
3154,I,N,T,P,INTP
3155,I,S,T,J,ISTJ
3156,I,N,F,P,INFP
3157,I,S,F,J,ISFJ
3158,I,N,T,J,INTJ
3159,I,N,F,J,INFJ
3160,E,S,T,P,ESTP
3161,I,N,F,P,INFP
3162,I,N,F,P,INFP
3163,I,N,F,J,INFJ
3164,I,S,T,J,ISTJ
3165,I,N,T,J,INTJ
3166,I,N,T,P,INTP
3167,I,N,F,P,INFP
3168,I,N,F,P,INFP
3169,I,N,F,J,INFJ
3170,I,N,F,P,INFP
3171,I,N,T,J,INTJ
3172,I,N,F,J,INFJ
3173,I,N,F,J,INFJ
3174,E,N,F,J,ENFJ
3175,I,N,T,P,INTP
3176,I,N,F,J,INFJ
3177,I,N,T,P,INTP
3178,E,N,F,P,ENFP
3179,I,S,T,J,ISTJ
3180,I,N,T,P,INTP
3181,I,N,F,P,INFP
3182,I,S,F,P,ISFP
3183,I,N,F,J,INFJ
3184,I,N,T,P,INTP
3185,E,N,T,J,ENTJ
3186,I,N,T,J,INTJ
3187,I,N,T,J,INTJ
3188,I,N,F,P,INFP
3189,I,N,F,J,INFJ
3190,I,N,T,J,INTJ
3191,E,N,T,P,ENTP
3192,I,N,F,P,INFP
3193,I,N,T,P,INTP
3194,I,N,T,P,INTP
3195,E,N,T,J,ENTJ
3196,I,N,T,P,INTP
3197,I,N,T,J,INTJ
3198,I,S,T,J,ISTJ
3199,I,N,T,J,INTJ
3200,I,S,T,P,ISTP
3201,I,N,T,J,INTJ
3202,E,N,F,P,ENFP
3203,E,S,T,P,ESTP
3204,I,N,F,J,INFJ
3205,I,N,T,J,INTJ
3206,I,S,F,P,ISFP
3207,I,N,T,P,INTP
3208,I,N,F,J,INFJ
3209,I,N,T,J,INTJ
3210,I,N,F,P,INFP
3211,I,N,T,P,INTP
3212,I,N,F,J,INFJ
3213,I,N,F,P,INFP
3214,I,N,F,J,INFJ
3215,E,N,F,P,ENFP
3216,I,N,T,J,INTJ
3217,E,N,F,J,ENFJ
3218,I,S,T,P,ISTP
3219,I,N,F,P,INFP
3220,I,N,T,P,INTP
3221,I,N,T,P,INTP
3222,I,N,T,J,INTJ
3223,I,N,T,P,INTP
3224,I,N,T,P,INTP
3225,I,N,F,J,INFJ
3226,E,S,T,P,ESTP
3227,I,S,F,J,ISFJ
3228,I,N,T,P,INTP
3229,E,S,T,P,ESTP
3230,I,N,T,J,INTJ
3231,I,N,T,P,INTP
3232,I,S,T,P,ISTP
3233,E,N,T,P,ENTP
3234,E,N,T,P,ENTP
3235,E,N,T,P,ENTP
3236,E,N,T,P,ENTP
3237,E,N,F,P,ENFP
3238,I,N,T,P,INTP
3239,I,N,F,J,INFJ
3240,I,N,F,J,INFJ
3241,I,N,T,J,INTJ
3242,I,N,T,P,INTP
3243,I,N,F,P,INFP
3244,I,N,T,P,INTP
3245,E,N,F,J,ENFJ
3246,I,N,T,J,INTJ
3247,I,N,T,J,INTJ
3248,I,N,F,P,INFP
3249,E,N,F,J,ENFJ
3250,I,N,F,P,INFP
3251,E,N,T,P,ENTP
3252,I,S,T,J,ISTJ
3253,I,N,T,P,INTP
3254,I,S,T,P,ISTP
3255,I,N,F,P,INFP
3256,I,N,F,J,INFJ
3257,I,N,F,P,INFP
3258,E,N,F,J,ENFJ
3259,I,N,T,J,INTJ
3260,I,N,F,J,INFJ
3261,I,N,F,J,INFJ
3262,I,S,T,P,ISTP
3263,I,N,F,P,INFP
3264,E,N,F,J,ENFJ
3265,E,N,T,J,ENTJ
3266,I,N,F,P,INFP
3267,I,N,T,P,INTP
3268,I,N,T,P,INTP
3269,I,N,F,J,INFJ
3270,I,N,F,P,INFP
3271,I,S,T,J,ISTJ
3272,I,N,F,P,INFP
3273,I,N,T,P,INTP
3274,I,N,F,J,INFJ
3275,I,S,F,P,ISFP
3276,I,N,F,P,INFP
3277,I,N,F,J,INFJ
3278,I,N,F,P,INFP
3279,I,N,F,P,INFP
3280,I,N,F,P,INFP
3281,I,N,F,P,INFP
3282,E,S,T,J,ESTJ
3283,I,N,T,P,INTP
3284,I,N,T,P,INTP
3285,I,S,T,P,ISTP
3286,I,N,F,J,INFJ
3287,E,N,T,P,ENTP
3288,I,N,F,J,INFJ
3289,I,N,T,P,INTP
3290,I,N,T,P,INTP
3291,E,N,F,P,ENFP
3292,I,N,F,P,INFP
3293,E,N,F,P,ENFP
3294,I,N,F,J,INFJ
3295,I,N,F,P,INFP
3296,E,S,T,P,ESTP
3297,I,N,T,J,INTJ
3298,I,N,F,P,INFP
3299,I,N,F,P,INFP
3300,I,N,T,J,INTJ
3301,I,S,T,P,ISTP
3302,I,N,F,P,INFP
3303,I,N,F,P,INFP
3304,I,N,T,P,INTP
3305,E,N,T,P,ENTP
3306,I,N,F,J,INFJ
3307,E,N,T,J,ENTJ
3308,I,N,F,J,INFJ
3309,I,N,F,P,INFP
3310,I,N,T,J,INTJ
3311,I,N,T,J,INTJ
3312,E,N,F,P,ENFP
3313,I,N,F,P,INFP
3314,I,N,F,J,INFJ
3315,E,N,F,P,ENFP
3316,I,N,T,J,INTJ
3317,I,N,F,P,INFP
3318,I,N,F,P,INFP
3319,I,N,F,J,INFJ
3320,I,S,F,P,ISFP
3321,I,N,F,J,INFJ
3322,I,S,F,P,ISFP
3323,I,N,F,J,INFJ
3324,I,N,F,J,INFJ
3325,I,N,T,P,INTP
3326,I,N,F,J,INFJ
3327,I,N,T,P,INTP
3328,I,N,F,P,INFP
3329,E,N,T,J,ENTJ
3330,I,S,T,P,ISTP
3331,I,S,T,P,ISTP
3332,I,N,T,J,INTJ
3333,I,N,F,P,INFP
3334,I,N,F,J,INFJ
3335,I,N,F,P,INFP
3336,I,S,T,P,ISTP
3337,I,N,T,J,INTJ
3338,I,N,F,P,INFP
3339,I,S,F,J,ISFJ
3340,I,N,F,P,INFP
3341,I,N,T,J,INTJ
3342,I,N,F,P,INFP
3343,I,N,F,P,INFP
3344,E,N,F,P,ENFP
3345,E,N,T,J,ENTJ
3346,I,N,F,P,INFP
3347,I,N,T,P,INTP
3348,I,N,T,P,INTP
3349,I,S,F,J,ISFJ
3350,I,N,F,J,INFJ
3351,I,N,T,P,INTP
3352,I,S,T,P,ISTP
3353,E,S,T,P,ESTP
3354,E,N,T,P,ENTP
3355,I,N,F,J,INFJ
3356,I,S,T,P,ISTP
3357,I,N,F,P,INFP
3358,I,N,F,P,INFP
3359,I,N,F,P,INFP
3360,I,N,F,J,INFJ
3361,I,N,F,P,INFP
3362,I,S,T,J,ISTJ
3363,I,N,F,J,INFJ
3364,I,N,T,J,INTJ
3365,E,N,T,P,ENTP
3366,I,S,F,P,ISFP
3367,I,N,F,P,INFP
3368,I,N,F,P,INFP
3369,I,N,T,J,INTJ
3370,I,N,T,J,INTJ
3371,I,N,T,J,INTJ
3372,I,N,T,P,INTP
3373,I,N,T,P,INTP
3374,I,N,F,J,INFJ
3375,I,N,F,J,INFJ
3376,I,S,F,J,ISFJ
3377,I,N,F,J,INFJ
3378,I,N,F,P,INFP
3379,I,N,F,P,INFP
3380,I,N,T,P,INTP
3381,I,N,T,P,INTP
3382,I,N,F,J,INFJ
3383,I,N,F,J,INFJ
3384,I,N,F,J,INFJ
3385,I,N,F,J,INFJ
3386,I,N,F,J,INFJ
3387,I,N,F,J,INFJ
3388,I,N,T,J,INTJ
3389,I,N,F,J,INFJ
3390,I,N,F,J,INFJ
3391,I,N,F,J,INFJ
3392,I,N,F,J,INFJ
3393,I,N,F,J,INFJ
3394,I,N,F,J,INFJ
3395,I,N,F,J,INFJ
3396,I,N,F,J,INFJ
3397,I,N,F,J,INFJ
3398,I,N,F,J,INFJ
3399,I,N,F,J,INFJ
3400,E,N,T,P,ENTP
3401,I,N,F,J,INFJ
3402,I,N,F,P,INFP
3403,I,N,F,P,INFP
3404,I,N,F,P,INFP
3405,I,N,F,P,INFP
3406,I,N,F,P,INFP
3407,I,N,F,P,INFP
3408,I,N,F,J,INFJ
3409,I,N,F,P,INFP
3410,I,N,F,P,INFP
3411,I,N,F,P,INFP
3412,I,N,F,P,INFP
3413,I,N,F,P,INFP
3414,I,N,F,P,INFP
3415,I,N,F,P,INFP
3416,I,N,F,P,INFP
3417,I,N,F,J,INFJ
3418,I,N,T,J,INTJ
3419,I,N,F,P,INFP
3420,I,N,T,J,INTJ
3421,I,N,F,P,INFP
3422,I,N,T,J,INTJ
3423,I,N,T,P,INTP
3424,E,N,T,P,ENTP
3425,I,N,F,P,INFP
3426,I,N,F,J,INFJ
3427,I,N,F,J,INFJ
3428,I,N,F,P,INFP
3429,I,N,F,P,INFP
3430,I,N,F,J,INFJ
3431,E,N,T,P,ENTP
3432,I,N,T,J,INTJ
3433,I,N,T,J,INTJ
3434,I,N,F,P,INFP
3435,E,N,T,P,ENTP
3436,I,N,F,P,INFP
3437,I,S,F,P,ISFP
3438,I,N,F,J,INFJ
3439,I,N,F,J,INFJ
3440,I,S,T,P,ISTP
3441,I,N,F,P,INFP
3442,I,N,T,J,INTJ
3443,I,N,F,P,INFP
3444,E,N,F,J,ENFJ
3445,I,N,F,P,INFP
3446,E,N,F,P,ENFP
3447,E,N,F,P,ENFP
3448,I,N,F,J,INFJ
3449,I,N,T,J,INTJ
3450,I,N,T,P,INTP
3451,I,N,T,P,INTP
3452,I,N,T,P,INTP
3453,I,N,F,P,INFP
3454,E,N,T,J,ENTJ
3455,I,N,F,P,INFP
3456,I,N,T,P,INTP
3457,I,N,F,P,INFP
3458,I,N,F,J,INFJ
3459,E,N,T,P,ENTP
3460,I,N,T,J,INTJ
3461,I,N,T,J,INTJ
3462,I,N,T,J,INTJ
3463,I,N,T,J,INTJ
3464,I,N,T,J,INTJ
3465,I,N,T,J,INTJ
3466,I,S,T,P,ISTP
3467,I,N,T,P,INTP
3468,I,N,T,P,INTP
3469,I,N,T,P,INTP
3470,I,N,T,P,INTP
3471,I,N,T,P,INTP
3472,I,N,T,P,INTP
3473,I,N,T,P,INTP
3474,I,N,T,P,INTP
3475,I,N,T,P,INTP
3476,I,N,F,P,INFP
3477,I,N,F,J,INFJ
3478,I,N,F,J,INFJ
3479,I,N,T,J,INTJ
3480,I,N,F,J,INFJ
3481,I,S,F,J,ISFJ
3482,I,N,F,J,INFJ
3483,E,N,F,P,ENFP
3484,E,N,T,P,ENTP
3485,I,N,F,P,INFP
3486,I,N,F,P,INFP
3487,E,N,T,P,ENTP
3488,I,N,T,P,INTP
3489,E,N,F,P,ENFP
3490,I,N,F,P,INFP
3491,I,N,T,J,INTJ
3492,I,N,T,J,INTJ
3493,I,N,T,P,INTP
3494,I,N,F,P,INFP
3495,E,S,F,J,ESFJ
3496,I,N,F,J,INFJ
3497,I,N,F,J,INFJ
3498,E,N,F,J,ENFJ
3499,I,N,T,P,INTP
3500,I,N,F,J,INFJ
3501,I,N,T,P,INTP
3502,I,N,F,J,INFJ
3503,E,N,T,P,ENTP
3504,I,N,T,P,INTP
3505,I,S,F,P,ISFP
3506,I,N,T,J,INTJ
3507,I,N,F,J,INFJ
3508,I,N,F,J,INFJ
3509,I,N,F,J,INFJ
3510,I,N,F,P,INFP
3511,I,N,F,P,INFP
3512,I,N,F,J,INFJ
3513,I,N,F,P,INFP
3514,I,N,T,J,INTJ
3515,I,S,F,J,ISFJ
3516,I,N,F,P,INFP
3517,I,N,T,J,INTJ
3518,I,N,T,P,INTP
3519,I,N,T,J,INTJ
3520,I,N,F,P,INFP
3521,I,S,T,J,ISTJ
3522,I,S,T,P,ISTP
3523,I,S,T,P,ISTP
3524,I,S,T,P,ISTP
3525,I,S,T,P,ISTP
3526,I,N,F,J,INFJ
3527,I,S,T,P,ISTP
3528,E,N,T,P,ENTP
3529,E,S,F,J,ESFJ
3530,I,N,F,J,INFJ
3531,I,N,F,J,INFJ
3532,I,N,T,P,INTP
3533,I,N,F,J,INFJ
3534,I,N,F,P,INFP
3535,I,N,F,P,INFP
3536,I,S,F,P,ISFP
3537,E,N,T,P,ENTP
3538,E,S,T,P,ESTP
3539,I,N,F,P,INFP
3540,I,N,F,P,INFP
3541,I,N,F,J,INFJ
3542,I,N,F,P,INFP
3543,I,N,T,P,INTP
3544,I,N,F,J,INFJ
3545,I,N,F,P,INFP
3546,I,N,T,P,INTP
3547,I,N,F,J,INFJ
3548,E,N,F,P,ENFP
3549,I,S,F,P,ISFP
3550,E,N,F,P,ENFP
3551,I,N,F,P,INFP
3552,I,N,F,P,INFP
3553,I,N,T,J,INTJ
3554,I,N,T,J,INTJ
3555,I,N,T,P,INTP
3556,I,N,T,P,INTP
3557,I,N,T,J,INTJ
3558,I,N,T,P,INTP
3559,I,N,F,P,INFP
3560,E,N,T,P,ENTP
3561,E,N,F,P,ENFP
3562,I,S,F,P,ISFP
3563,I,N,F,P,INFP
3564,I,N,T,J,INTJ
3565,I,N,T,P,INTP
3566,I,S,F,P,ISFP
3567,I,N,F,J,INFJ
3568,I,N,T,P,INTP
3569,I,N,T,J,INTJ
3570,E,N,F,P,ENFP
3571,I,S,T,P,ISTP
3572,I,N,F,J,INFJ
3573,E,S,T,P,ESTP
3574,I,N,T,P,INTP
3575,I,N,F,J,INFJ
3576,I,N,F,J,INFJ
3577,I,N,T,P,INTP
3578,I,N,F,J,INFJ
3579,I,S,T,P,ISTP
3580,I,N,F,P,INFP
3581,I,S,F,J,ISFJ
3582,I,S,T,P,ISTP
3583,I,N,F,P,INFP
3584,I,N,F,J,INFJ
3585,I,N,T,J,INTJ
3586,I,N,T,P,INTP
3587,I,N,F,P,INFP
3588,I,N,F,J,INFJ
3589,E,N,T,P,ENTP
3590,E,N,T,P,ENTP
3591,I,N,T,P,INTP
3592,E,N,T,J,ENTJ
3593,I,S,T,P,ISTP
3594,I,N,T,P,INTP
3595,E,N,T,P,ENTP
3596,I,N,F,J,INFJ
3597,E,N,F,J,ENFJ
3598,I,S,T,P,ISTP
3599,I,N,F,P,INFP
3600,E,N,T,P,ENTP
3601,E,N,F,P,ENFP
3602,I,N,T,P,INTP
3603,I,S,F,J,ISFJ
3604,I,N,T,P,INTP
3605,I,N,F,P,INFP
3606,I,N,T,P,INTP
3607,I,N,F,P,INFP
3608,I,N,F,J,INFJ
3609,I,S,T,P,ISTP
3610,I,N,F,P,INFP
3611,I,N,F,J,INFJ
3612,I,N,F,J,INFJ
3613,I,N,F,J,INFJ
3614,I,N,T,P,INTP
